	sentence	v	a	d
12765	trapeze	5.6	4.8	4.6
12766	trapper	4.5	3.1	4.2
12767	trash	2.7	3.7	4.2
12768	trashy	2.8	5.8	4.7
12769	trauma	2.9	4.9	2.7
12770	traumatic	2.2	5.5	3.6
12771	travel	7.9	5.6	6.8
12772	traveler	6.4	4.8	5.2
12773	traverse	5.0	3.6	5.0
12774	travesty	2.8	5.0	3.2
12775	tray	5.1	3.6	6.0
12776	treacherous	2.8	6.0	3.3
12777	treachery	2.7	5.3	4.8
12778	tread	4.7	3.8	5.3
12779	treadmill	5.2	4.2	5.6
12780	treason	3.0	5.8	3.7
12781	treasure	7.6	6.3	6.0
12782	treasured	7.1	5.2	7.0
12783	treasurer	6.4	4.3	6.5
12784	treasury	5.8	4.3	6.0
12785	treat	6.8	5.0	6.7
12786	treatable	6.2	3.8	5.8
12787	treatment	5.0	4.5	4.5
12788	treaty	5.4	3.7	5.6
12789	tree	7.6	2.7	5.6
12790	tremble	3.2	5.3	3.8
12791	tremendous	7.0	3.5	4.9
12792	tremor	4.3	4.7	3.6
12793	trench	4.4	3.2	4.8
12794	trend	5.3	4.4	5.0
12795	trendy	5.0	4.2	5.8
12796	trespass	3.3	4.8	5.0
12797	triad	4.3	4.4	5.2
12798	triage	3.8	4.6	5.1
12799	trial	3.3	5.0	3.9
12800	triangle	5.2	3.5	5.1
12801	triangulate	4.9	4.0	5.8
12802	triathlon	5.0	3.4	6.4
12803	tribal	5.2	4.6	4.6
12804	tribe	5.6	4.3	5.5
12805	tribunal	4.5	4.0	4.7
12806	tribune	4.8	3.8	5.7
12807	tribute	6.4	4.3	5.9
12808	trick	4.9	5.6	3.2
12809	trickery	3.5	5.1	4.6
12810	trickster	3.8	5.4	4.3
12811	tricky	4.8	4.9	5.3
12812	tricycle	6.1	3.6	6.2
12813	trident	5.4	4.4	4.8
12814	trifle	4.8	4.1	4.2
12815	trifling	3.8	3.3	4.3
12816	trig	4.7	3.2	4.4
12817	trigger	4.8	5.8	5.3
12818	trillion	5.8	5.2	5.2
12819	trilogy	5.3	3.7	5.2
12820	trim	4.6	3.4	6.3
12821	trimester	5.1	4.8	5.3
12822	trinket	6.2	4.4	5.9
12823	trio	5.7	3.4	4.7
12824	trip	7.0	5.3	6.1
12825	tripe	4.1	3.4	4.6
12826	triple	5.9	5.6	4.8
12827	triplicate	4.6	4.2	5.4
12828	tripod	5.2	4.3	5.1
12829	trite	4.3	4.4	5.1
12830	triumph	7.3	5.6	7.5
12831	triumphant	7.4	5.0	6.0
12832	trivia	5.7	3.8	6.2
12833	trivial	4.1	3.8	4.7
12834	troll	4.4	4.5	4.0
12835	trolley	5.7	3.0	5.6
12836	trombone	5.0	3.4	6.1
12837	troop	5.6	4.5	4.7
12838	trooper	5.5	5.0	5.1
12839	trophy	6.6	4.4	6.7
12840	tropic	6.9	4.2	5.8
12841	tropical	7.0	4.3	5.6
12842	tropics	7.0	4.7	6.2
12843	trot	5.6	5.1	5.6
12844	trouble	2.9	5.6	4.4
12845	troubled	3.1	4.4	3.8
12846	troublemaker	3.2	5.2	5.3
12847	troublesome	2.7	4.8	5.0
12848	trough	4.2	3.8	4.6
12849	troupe	5.2	3.7	5.6
12850	trousers	5.2	2.9	5.9
12851	trout	5.6	3.8	5.7
12852	truce	6.4	2.9	5.7
12853	truck	5.2	3.8	5.4
12854	trucker	4.6	3.6	5.0
12855	truckload	5.2	4.6	5.6
12856	TRUE	7.5	5.0	7.0
12857	truffle	6.7	3.5	5.1
12858	trump	4.2	3.3	5.9
12859	trumpet	6.0	4.2	6.0
12860	trunk	5.0	3.5	5.5
12861	trust	7.2	4.3	7.0
12862	trustee	5.8	3.9	4.7
12863	trustworthy	7.2	4.2	7.3
12864	trusty	6.2	4.2	6.1
12865	truth	7.2	3.9	7.0
12866	truthful	7.5	3.7	6.8
12867	try	5.6	4.0	5.9
12868	tryout	5.5	4.2	5.5
12869	tsunami	2.3	6.3	2.6
12870	tub	6.1	3.8	5.1
12871	tuba	5.6	4.0	5.2
12872	tubby	3.9	4.0	4.6
12873	tube	5.5	3.1	4.7
12874	tuberculosis	2.7	4.5	4.6
12875	tubing	5.1	3.6	5.0
12876	tuck	4.9	3.4	5.2
12877	tug	4.5	4.0	5.1
12878	tugboat	5.6	3.0	5.2
12879	tuition	3.5	4.4	4.6
12880	tulip	7.2	3.4	5.4
12881	tumble	5.6	4.9	4.5
12882	tumbleweed	5.7	3.2	4.9
12883	tummy	6.0	3.8	5.0
12884	tumor	2.0	5.3	2.5
12885	tuna	5.3	4.1	5.7
12886	tune	7.0	3.7	5.8
12887	tunic	5.8	3.8	5.6
12888	tunnel	4.5	4.1	4.3
12889	turban	4.2	4.1	5.2
12890	turbine	4.6	5.5	5.7
12891	turbo	6.0	5.6	6.2
12892	turbulence	3.0	6.4	2.7
12893	turbulent	4.2	5.9	4.5
12894	turd	2.5	4.6	3.8
12895	turf	4.6	4.0	5.7
12896	turkey	5.9	3.4	5.6
12897	turmoil	3.6	5.9	4.0
12898	turn	5.4	3.5	5.9
12899	turnaround	5.6	3.4	5.5
12900	turnip	4.6	3.3	6.1
12901	turnoff	2.8	4.3	5.1
12902	turnout	5.2	4.3	5.2
12903	turnover	4.8	4.1	5.3
12904	turnpike	4.9	3.6	4.8
12905	turpentine	4.0	4.1	4.9
12906	turquoise	6.5	4.5	5.3
12907	turret	4.6	4.8	5.7
12908	turtle	6.2	2.5	5.8
12909	turtleneck	5.0	3.4	4.8
12910	tussle	4.0	5.0	4.9
12911	tutor	5.9	2.8	6.1
12912	tutoring	6.0	3.4	5.8
12913	tutu	6.2	4.2	5.1
12914	tux	5.9	4.6	5.4
12915	tuxedo	6.2	4.3	5.8
12916	tv	6.0	4.2	5.2
12917	TV	5.4	4.3	6.2
12918	twain	5.6	3.3	5.2
12919	twat	4.3	5.4	3.9
12920	tweak	5.2	4.7	6.3
12921	tweed	4.2	4.1	5.8
12922	tweet	5.4	3.4	5.4
12923	tweezers	4.6	4.6	6.2
12924	twelve	5.3	3.4	5.9
12925	twenty	6.2	3.7	5.1
12926	twerp	4.2	4.2	5.2
12927	twig	5.5	3.2	5.2
12928	twilight	6.2	4.2	4.8
12929	twin	5.8	4.0	4.1
12930	twine	5.4	3.2	5.5
12931	twinge	4.3	4.4	4.0
12932	twinkle	6.3	3.7	5.8
12933	twirl	6.1	5.0	6.5
12934	twist	4.6	4.3	6.0
12935	twister	4.2	6.0	4.9
12936	twit	4.0	4.3	4.5
12937	twitch	4.3	6.0	4.3
12938	twitchy	3.8	5.0	3.6
12939	two	6.3	3.3	5.0
12940	two step	6.0	3.6	5.0
12941	twosome	6.5	5.2	4.8
12942	tycoon	4.7	4.3	4.6
12943	tyke	5.7	3.8	4.6
12944	type	6.1	2.9	4.9
12945	typewriter	5.4	2.4	6.0
12946	typhoid	2.6	4.6	3.6
12947	typhoon	3.6	5.8	3.4
12948	typical	4.6	3.4	5.4
12949	typist	5.3	4.1	6.2
12950	typo	4.1	4.0	4.2
12951	tyranny	3.2	5.4	2.7
12952	tyrant	2.9	5.3	3.2
12953	ubiquitous	5.0	3.8	5.3
12954	ugliness	2.8	4.4	3.4
12955	ugly	2.5	4.4	3.9
12956	ukulele	5.3	4.5	5.4
12957	ulcer	2.7	4.8	3.4
12958	ulterior	4.3	4.7	4.3
12959	ultimate	5.7	5.1	5.8
12960	ultimatum	3.6	5.2	4.2
12961	ultrasound	5.1	5.2	4.9
12962	ultraviolet	5.8	3.7	4.8
12963	umbilical	5.5	3.4	4.3
12964	umbrella	5.8	3.5	5.8
12965	umpire	4.2	4.6	4.4
12966	umpteen	5.0	3.9	5.2
12967	unable	3.0	3.6	3.1
12968	unacceptable	3.3	4.4	4.2
12969	unaccounted	4.1	4.2	4.5
12970	unaffected	4.8	3.3	6.4
12971	unafraid	6.4	3.4	6.2
12972	unanimous	5.6	4.2	4.7
12973	unannounced	3.5	5.0	4.3
12974	unanswered	3.1	3.7	3.8
12975	unappreciated	2.6	5.0	3.6
12976	unarmed	3.7	3.6	4.3
12977	unattached	4.8	3.9	5.0
12978	unattainable	2.8	4.5	4.1
12979	unattended	3.8	3.7	3.8
12980	unattractive	2.4	4.3	3.5
12981	unauthorized	4.1	4.4	3.9
12982	unavailable	3.5	3.8	3.7
12983	unavoidable	4.1	4.3	3.8
12984	unaware	3.9	4.1	3.8
12985	unbalanced	3.1	4.7	3.2
12986	unbearable	2.1	5.8	3.4
12987	unbeatable	5.5	5.2	6.4
12988	unbecoming	3.3	4.7	4.4
12989	unbelievable	5.6	5.4	5.4
12990	unborn	4.9	5.3	4.0
12991	unbreakable	6.6	4.1	6.1
12992	unbridled	4.6	4.4	5.0
12993	unbutton	5.0	6.0	5.5
12994	uncalled	3.9	3.3	3.6
12995	uncanny	5.0	4.7	5.0
12996	uncertain	3.6	4.4	3.6
12997	uncertainty	3.3	5.3	4.1
12998	unchanged	5.0	2.7	4.5
12999	uncharted	5.4	5.1	5.0
13000	uncivilized	3.8	5.0	4.1
13001	uncle	6.5	4.0	5.2
13002	unclean	3.0	4.1	4.2
13003	unclear	3.7	4.2	4.1
13004	uncomfortable	2.7	5.5	3.7
13005	uncommon	5.4	3.2	4.9
13006	uncomplicated	6.3	3.6	6.7
13007	uncompromising	4.0	5.2	4.9
13008	unconditional	6.6	4.1	5.7
13009	unconfirmed	4.7	4.4	3.4
13010	unconscious	3.8	4.6	2.8
13011	uncontrollable	3.8	5.8	2.2
13012	unconventional	5.7	4.8	4.6
13013	uncooperative	2.9	4.8	3.6
13014	uncouth	3.8	4.1	4.0
13015	uncover	4.9	3.6	6.5
13016	uncut	4.8	3.6	4.8
13017	undead	3.6	5.3	5.0
13018	undefeated	6.2	4.3	7.0
13019	undeniable	5.4	3.5	4.7
13020	underage	4.1	3.8	4.3
13021	underbelly	4.4	3.7	5.1
13022	undercover	5.6	3.7	5.0
13023	underdog	5.1	5.4	4.1
13024	underestimate	4.4	4.5	5.1
13025	undergo	3.9	3.9	4.7
13026	undergraduate	5.0	4.0	6.2
13027	underground	4.7	4.2	5.1
13028	underhanded	3.5	4.3	3.2
13029	underlay	4.6	3.0	4.7
13030	underlying	4.9	4.7	4.7
13031	undermine	3.0	4.2	4.6
13032	underpants	5.2	5.1	5.8
13033	underprivileged	3.0	3.9	3.4
13034	underrated	5.5	4.6	5.4
13035	undersea	6.4	4.4	3.9
13036	undersecretary	4.7	2.9	4.5
13037	understaffed	4.1	4.0	4.4
13038	understand	6.7	3.5	6.7
13039	understandable	6.5	3.5	6.7
13040	understanding	7.1	3.1	7.3
13041	understatement	5.4	4.6	4.8
13042	understudy	5.0	4.1	4.3
13043	undertake	4.2	4.2	5.2
13044	undertaker	3.9	3.8	3.9
13045	undertaking	4.7	3.3	5.5
13046	undertow	4.0	4.5	3.9
13047	underwear	5.4	4.5	5.7
13048	underworld	3.9	5.1	4.3
13049	undesirable	3.0	4.0	3.8
13050	undetectable	5.0	4.3	4.4
13051	undetected	4.7	3.8	4.2
13052	undetermined	3.7	3.7	3.9
13053	undignified	3.2	4.4	4.5
13054	undiscovered	6.0	3.8	4.6
13055	undisputed	5.6	4.1	5.5
13056	undisturbed	6.4	2.6	6.6
13057	undivided	5.8	3.5	5.2
13058	undo	5.4	3.5	6.4
13059	undress	6.1	6.0	5.4
13060	undressed	6.0	5.4	5.6
13061	undue	4.0	3.5	4.2
13062	undying	5.4	4.8	5.3
13063	uneasy	2.9	4.5	3.8
13064	uneducated	3.0	3.9	5.3
13065	unemployed	2.7	5.3	3.4
13066	unemployment	2.3	5.6	3.0
13067	unending	3.2	4.4	4.8
13068	unethical	2.2	4.2	5.3
13069	uneven	4.4	3.4	3.5
13070	uneventful	4.6	2.6	4.8
13071	unexpected	4.7	5.1	3.4
13072	unexplainable	5.0	3.9	3.8
13073	unexplained	4.6	4.9	4.1
13074	unexplored	5.8	5.9	5.5
13075	unfair	3.2	3.8	4.0
13076	unfaithful	2.3	5.6	4.4
13077	unfamiliar	4.1	5.2	4.0
13078	unfeeling	2.8	3.6	4.4
13079	unfinished	4.2	3.4	5.0
13080	unfit	3.0	3.8	4.2
13081	unfold	4.2	3.9	5.6
13082	unforeseen	4.5	4.0	3.1
13083	unforgettable	6.7	5.8	5.9
13084	unforgivable	2.3	6.2	3.6
13085	unforgiving	2.4	4.8	4.3
13086	unfortunate	3.3	3.5	4.2
13087	unfounded	4.2	4.0	4.6
13088	unfreeze	4.3	3.4	4.4
13089	unfriendly	2.3	4.0	4.4
13090	unglued	4.1	4.1	4.0
13091	ungodly	3.5	5.3	4.7
13092	ungrateful	2.7	4.7	4.7
13093	unguarded	4.4	4.3	4.3
13094	unhand	4.1	3.8	4.7
13095	unhappiness	1.9	4.4	3.0
13096	unhappy	1.8	5.1	3.7
13097	unharmed	6.8	2.4	6.5
13098	unhealthy	2.6	4.4	5.1
13099	unheard	4.2	3.2	3.5
13100	unholy	4.1	5.2	4.1
13101	unhook	4.6	3.3	5.8
13102	unicorn	6.9	5.1	5.1
13103	unidentified	4.5	4.9	3.6
13104	unification	6.1	4.3	6.1
13105	unified	6.4	3.6	5.3
13106	uniform	4.4	3.6	4.7
13107	uniformed	4.4	4.2	4.5
13108	unimaginable	4.2	4.6	4.5
13109	unimportant	4.4	3.5	5.3
13110	uninhabited	5.4	3.6	3.8
13111	unintelligible	3.6	3.8	3.4
13112	unintentional	5.2	3.5	3.3
13113	uninterrupted	5.4	3.3	6.7
13114	uninvited	3.4	4.4	3.8
13115	union	5.8	4.0	5.7
13116	unique	7.3	4.0	6.4
13117	unisex	5.8	5.0	4.4
13118	unison	5.8	3.4	6.2
13119	unit	5.3	3.3	5.2
13120	unite	6.4	3.2	6.8
13121	unity	6.7	4.8	6.7
13122	universal	6.6	4.9	5.5
13123	universe	6.8	3.9	3.7
13124	university	7.0	4.2	5.7
13125	unjust	3.2	6.3	3.0
13126	unkind	2.6	4.2	4.8
13127	unknown	4.8	4.7	3.8
13128	unlawful	2.7	4.5	4.9
13129	unleash	4.6	5.1	5.7
13130	unlikely	3.8	3.8	4.8
13131	unlimited	6.2	4.5	6.6
13132	unlisted	4.2	3.7	5.0
13133	unload	5.2	3.2	4.8
13134	unlock	5.6	3.2	6.7
13135	unlucky	2.7	4.6	4.2
13136	unmanned	5.3	3.3	4.0
13137	unmarked	5.5	2.8	4.0
13138	unmarried	4.7	5.3	6.1
13139	unmistakable	6.1	4.3	5.9
13140	unmitigated	4.8	4.2	4.9
13141	unnamed	4.4	4.0	4.6
13142	unnatural	4.5	5.5	3.8
13143	unnecessary	4.6	3.8	4.2
13144	unnoticed	4.3	3.3	4.2
13145	unofficial	4.4	3.6	5.2
13146	unopened	5.6	3.3	5.2
13147	unorthodox	5.4	3.4	5.3
13148	unpack	5.3	2.9	5.4
13149	unpaid	2.6	5.6	3.4
13150	unparalleled	5.4	3.8	5.6
13151	unpleasant	2.5	4.7	3.5
13152	unpleasantness	2.6	4.4	3.4
13153	unplug	4.8	3.2	5.6
13154	unplugged	4.3	3.2	5.0
13155	unpopular	3.0	4.2	3.5
13156	unprecedented	5.3	4.3	4.8
13157	unpredictable	4.5	4.8	3.9
13158	unprepared	3.1	5.1	3.8
13159	unprofessional	2.7	4.7	3.6
13160	unprotected	3.5	5.4	3.1
13161	unprovoked	5.0	3.6	4.4
13162	unpunished	4.5	5.3	5.4
13163	unqualified	3.5	4.7	4.0
13164	unquote	5.2	3.0	4.6
13165	unravel	4.4	4.2	3.8
13166	unreachable	3.0	3.4	3.5
13167	unreal	4.6	4.9	4.4
13168	unrealistic	3.6	4.4	3.9
13169	unreasonable	3.8	5.0	5.1
13170	unrelated	4.5	3.2	4.1
13171	unrelenting	3.5	4.9	5.2
13172	unreliable	2.7	4.3	4.2
13173	unremarkable	4.4	3.5	5.5
13174	unrequited	3.8	4.2	3.7
13175	unresolved	3.0	4.6	3.3
13176	unresponsive	3.0	3.9	3.4
13177	unrest	2.6	4.9	3.5
13178	unromantic	2.7	3.6	4.2
13179	unruly	3.4	4.4	4.4
13180	unsafe	2.8	5.2	4.0
13181	unsanitary	1.8	5.0	2.8
13182	unsatisfied	2.8	4.6	3.9
13183	unsavory	3.0	4.4	3.5
13184	unscheduled	3.7	5.1	3.7
13185	unscrew	4.9	3.2	5.3
13186	unscrupulous	3.2	4.7	4.0
13187	unseen	4.4	4.3	4.7
13188	unselfish	6.8	3.3	6.7
13189	unsolicited	4.0	3.7	4.2
13190	unsolved	4.0	5.5	3.5
13191	unsound	4.6	4.0	4.6
13192	unspeakable	3.8	3.9	3.7
13193	unspoken	5.6	3.6	5.6
13194	unstable	3.4	5.0	3.8
13195	unstoppable	5.8	4.8	6.5
13196	unsuccessful	2.3	3.4	3.2
13197	unsuitable	4.0	4.0	4.5
13198	unsupervised	5.6	4.4	6.0
13199	unsure	3.4	4.6	3.6
13200	unsuspecting	4.0	3.6	4.0
13201	unsympathetic	3.4	4.3	4.9
13202	untamed	5.9	4.3	4.6
13203	unthinkable	4.0	4.3	3.8
13204	untidy	3.6	3.7	4.4
13205	untie	5.0	2.8	5.2
13206	untimely	3.5	4.4	4.2
13207	untold	5.0	4.7	4.9
13208	untouchable	4.2	4.7	5.3
13209	untouched	5.2	3.5	4.8
13210	untraceable	4.8	3.6	5.2
13211	untrained	4.0	4.6	3.8
13212	untroubled	6.2	3.0	6.1
13213	untrue	3.4	4.1	5.1
13214	untrustworthy	2.7	4.8	4.2
13215	unturned	4.9	3.8	5.2
13216	unused	4.8	3.0	5.3
13217	unusual	5.8	4.2	4.6
13218	unveil	5.6	3.9	5.4
13219	unwanted	2.7	5.1	3.6
13220	unwed	4.8	4.5	5.6
13221	unwelcome	3.5	4.4	3.2
13222	unwell	3.2	4.0	3.8
13223	unwilling	3.2	4.6	4.5
13224	unwind	5.9	3.6	5.6
13225	unwise	3.8	4.5	5.0
13226	unworthy	2.8	4.2	3.4
13227	unwrap	5.5	4.3	6.4
13228	unwritten	4.2	3.2	5.1
13229	unzip	5.3	4.2	6.2
13230	upbeat	7.1	4.9	7.5
13231	upbringing	6.3	4.3	4.7
13232	upcoming	6.6	4.5	5.2
13233	update	5.8	3.9	5.7
13234	upgrade	7.1	4.1	6.7
13235	uphold	5.2	3.9	6.4
13236	upholstery	5.3	3.1	5.6
13237	upkeep	5.1	4.4	6.0
13238	uplifting	7.0	4.7	6.8
13239	uplink	5.4	4.0	5.5
13240	upload	6.6	3.6	6.8
13241	upper	5.7	3.5	6.3
13242	uppercut	4.6	5.5	5.6
13243	uppity	4.6	4.7	5.4
13244	upright	5.1	3.3	6.1
13245	uprising	4.3	5.6	5.0
13246	uproar	4.2	5.5	4.6
13247	upscale	5.4	3.8	6.2
13248	upset	2.4	4.5	4.3
13249	upstanding	6.0	3.3	7.0
13250	upstart	4.6	4.4	6.1
13251	uptight	3.2	4.1	4.5
13252	upward	5.8	4.4	5.5
13253	uranium	4.1	4.0	3.9
13254	urban	5.0	4.4	4.5
13255	urchin	4.7	4.0	4.7
13256	urge	5.1	5.3	4.5
13257	urgency	5.0	6.2	5.0
13258	urgent	4.2	5.7	5.4
13259	urinal	2.8	3.6	4.1
13260	urinate	4.1	4.0	5.0
13261	urination	3.6	4.4	5.0
13262	urine	2.9	4.4	4.6
13263	urn	3.4	2.9	4.2
13264	usable	5.6	3.4	6.1
13265	usage	5.1	2.5	6.0
13266	use	5.2	4.2	5.0
13267	useful	7.1	3.8	6.8
13268	usefulness	5.4	4.5	6.0
13269	useless	2.8	4.4	4.6
13270	user	3.7	3.2	5.6
13271	usher	5.4	4.0	5.8
13272	usual	5.5	3.2	6.6
13273	utensil	5.4	3.0	6.6
13274	uterus	4.8	4.8	5.2
13275	utility	4.8	4.2	5.3
13276	utilize	5.3	4.3	6.2
13277	utmost	6.8	3.1	5.6
13278	utter	4.8	3.9	5.3
13279	vacancy	5.0	3.7	5.2
13280	vacant	4.6	2.9	5.4
13281	vacate	4.1	4.9	4.7
13282	vacation	8.5	5.2	7.1
13283	vaccination	4.6	4.6	5.2
13284	vaccine	6.5	6.4	5.0
13285	vacuum	5.4	4.6	6.5
13286	vagabond	3.3	4.6	3.8
13287	vagina	6.0	5.8	5.1
13288	vaginal	5.7	5.7	4.6
13289	vagrancy	3.4	5.7	4.3
13290	vagrant	2.6	3.8	3.9
13291	vague	4.3	3.6	4.2
13292	valance	5.0	3.7	5.9
13293	vale	5.3	3.0	5.2
13294	valedictorian	6.3	4.4	6.9
13295	valentine	6.4	4.8	6.3
13296	valet	5.1	4.3	6.1
13297	valiant	6.2	4.9	6.2
13298	valid	6.0	4.0	6.6
13299	validate	6.5	4.0	5.7
13300	validation	5.7	4.2	6.4
13301	validity	5.4	2.7	6.6
13302	valium	4.6	2.7	3.9
13303	valley	6.2	2.7	5.1
13304	valor	5.6	3.7	6.7
13305	valuable	7.2	3.8	6.0
13306	valuables	5.9	5.0	6.5
13307	value	7.2	5.8	6.2
13308	valve	5.1	3.8	6.1
13309	vamoose	4.4	4.9	5.1
13310	vamp	5.0	5.3	4.1
13311	vampire	4.0	5.2	3.6
13312	van	4.4	4.4	5.4
13313	vandal	2.3	4.8	3.2
13314	vandalism	1.9	4.7	3.4
13315	vanguard	5.2	3.2	4.8
13316	vanilla	7.4	3.6	5.7
13317	vanish	3.9	5.0	4.3
13318	vanishing	3.6	4.7	4.4
13319	vanity	4.5	3.8	5.4
13320	vanquish	4.7	5.0	5.3
13321	vanquished	4.2	5.5	4.5
13322	vanquishing	5.3	4.4	5.1
13323	vantage	6.0	3.2	5.7
13324	vapor	4.7	3.2	5.3
13325	variable	5.3	3.6	5.2
13326	variation	5.5	3.9	5.6
13327	variety	6.4	5.2	5.8
13328	various	5.5	3.8	4.9
13329	varmint	3.6	4.6	4.1
13330	varnish	4.9	3.4	5.4
13331	varsity	5.4	3.6	6.0
13332	vary	4.5	3.6	5.8
13333	varying	5.4	5.3	4.6
13334	vascular	3.9	4.6	4.9
13335	vase	5.8	3.6	6.1
13336	vasectomy	4.8	5.8	4.4
13337	vassal	4.9	3.8	5.5
13338	vast	5.7	4.7	5.4
13339	vat	4.6	3.2	5.0
13340	vault	5.8	2.9	5.2
13341	veal	4.8	3.9	4.8
13342	vector	4.6	3.5	4.8
13343	veer	4.6	4.2	4.6
13344	vegan	4.4	3.1	5.3
13345	vegetable	6.8	3.8	5.2
13346	vegetarian	5.2	3.4	6.0
13347	vegetation	6.2	3.8	5.7
13348	vegetative	3.5	3.4	3.6
13349	veggie	6.5	3.1	6.2
13350	vehicle	6.0	4.7	5.8
13351	veil	5.4	3.8	4.9
13352	veiled	4.1	3.3	5.2
13353	vein	5.1	3.7	4.6
13354	velocity	5.6	5.7	6.1
13355	velour	5.6	4.0	5.3
13356	velvet	6.3	4.5	6.0
13357	vendetta	3.2	5.8	5.2
13358	vending	5.7	3.6	4.8
13359	vendor	5.3	3.8	5.5
13360	veneer	5.4	4.2	5.1
13361	venereal	3.0	4.6	4.1
13362	venetian	5.8	4.0	4.8
13363	vengeance	2.5	5.2	4.0
13364	vengeful	2.2	5.1	3.9
13365	venison	5.0	3.8	5.0
13366	venom	2.9	5.8	3.9
13367	venomous	2.9	7.2	4.2
13368	vent	5.0	4.1	6.0
13369	ventilation	6.4	2.7	5.4
13370	ventilator	3.9	4.0	5.1
13371	ventricle	4.9	3.1	5.0
13372	ventriloquist	5.3	5.0	4.8
13373	venture	5.3	5.6	6.1
13374	venue	5.4	4.2	6.0
13375	veranda	6.0	2.8	6.2
13376	verb	5.3	3.6	5.6
13377	verbal	5.3	3.8	6.3
13378	verdict	4.3	5.6	3.4
13379	verge	4.7	4.6	5.2
13380	verification	5.4	4.0	5.4
13381	verify	5.4	4.2	6.6
13382	veritable	5.2	3.8	5.1
13383	vermin	2.4	5.2	4.7
13384	vermouth	5.0	4.3	5.4
13385	vernacular	5.4	4.2	5.6
13386	versatile	6.0	3.6	6.3
13387	verse	6.0	3.6	6.4
13388	version	5.3	3.4	5.5
13389	vertebra	5.3	3.2	5.1
13390	vertical	5.0	4.3	5.6
13391	vertigo	4.5	3.7	3.8
13392	vessel	5.2	3.6	4.3
13393	vest	5.7	4.1	6.2
13394	vet	5.0	4.0	5.7
13395	veteran	6.9	4.2	5.4
13396	veterinarian	6.7	3.4	5.2
13397	veterinary	5.7	3.8	5.3
13398	veto	4.7	3.9	5.5
13399	viable	6.0	4.2	6.4
13400	vial	4.6	3.6	5.6
13401	vibe	5.8	4.4	5.3
13402	vibes	5.7	4.5	6.0
13403	vibrant	7.4	6.0	6.0
13404	vibrate	5.3	5.5	5.4
13405	vibration	5.5	5.4	5.4
13406	vibrator	5.7	6.0	5.2
13407	vicar	5.5	3.9	5.0
13408	vice	3.8	4.0	4.8
13409	Vice President	5.4	3.1	5.7
13410	viceroy	4.2	5.3	5.0
13411	vicinity	5.3	4.3	6.0
13412	vicious	2.6	6.0	5.5
13413	victim	2.0	5.4	2.8
13414	victorious	6.9	6.2	7.2
13415	victory	7.6	5.9	7.0
13416	video	6.6	4.8	5.8
13417	video game	6.3	6.6	6.6
13418	videotape	5.7	4.7	5.6
13419	view	6.7	3.3	6.8
13420	viewer	5.5	3.6	5.5
13421	viewing	5.6	3.4	5.7
13422	viewpoint	6.2	3.6	5.8
13423	vigil	5.4	3.1	5.3
13424	vigilance	5.7	3.6	6.7
13425	vigilant	6.0	5.2	6.7
13426	vigilante	4.8	5.2	6.0
13427	vigor	6.0	6.4	6.2
13428	vigorous	5.8	5.6	6.4
13429	vile	2.2	5.5	3.8
13430	villa	6.4	2.9	5.8
13431	village	6.0	3.4	5.6
13432	villain	3.0	4.9	3.5
13433	vindication	5.5	4.6	5.0
13434	vindictive	3.2	4.6	4.3
13435	vine	6.4	2.7	5.1
13436	vinegar	5.3	3.6	4.8
13437	vineyard	6.8	3.0	5.6
13438	vintage	6.7	4.4	5.3
13439	vinyl	5.2	3.4	5.0
13440	viola	6.2	4.6	6.3
13441	violate	2.6	5.8	2.8
13442	violation	2.3	4.5	3.3
13443	violence	2.7	6.0	3.2
13444	violent	2.3	6.3	3.6
13445	violet	6.4	4.1	6.4
13446	violin	6.6	3.4	5.6
13447	violinist	6.4	3.4	6.0
13448	viper	4.6	5.2	4.1
13449	viral	3.3	5.5	3.6
13450	virgin	5.6	4.6	5.9
13451	virginal	5.0	4.7	6.5
13452	virginity	6.3	5.1	5.8
13453	virility	5.9	4.1	5.3
13454	virtual	6.1	4.2	5.7
13455	virtue	6.7	4.6	6.2
13456	virtuoso	6.7	5.4	5.7
13457	virtuous	6.8	5.1	6.7
13458	virus	1.7	4.6	3.1
13459	visa	5.7	4.3	5.4
13460	visibility	6.0	3.1	5.7
13461	visible	5.8	4.2	6.1
13462	vision	6.8	3.2	6.3
13463	visionary	6.6	4.5	5.8
13464	visit	6.6	3.9	5.1
13465	visitation	5.4	4.2	5.8
13466	visitor	5.3	4.0	5.3
13467	visor	5.3	3.1	5.9
13468	visual	6.0	4.4	5.8
13469	visualize	6.6	4.4	6.6
13470	vital	5.8	5.2	6.5
13471	vitality	6.3	4.7	6.5
13472	vitals	5.1	4.8	4.1
13473	vitamin	6.2	3.4	6.7
13474	viva	5.4	4.2	4.9
13475	vivid	6.4	5.3	5.8
13476	vixen	4.7	5.1	5.4
13477	vocabulary	5.5	3.6	6.3
13478	vocal	5.8	3.9	6.3
13479	vocation	5.5	4.5	5.7
13480	vodka	5.7	5.2	3.9
13481	vogue	5.6	3.9	4.5
13482	voice	6.5	3.2	6.2
13483	voicemail	4.6	3.8	5.5
13484	void	4.6	4.0	4.2
13485	volatile	3.4	5.4	4.6
13486	volcanic	4.7	5.6	3.2
13487	volcano	4.6	6.7	3.6
13488	volley	5.4	3.6	5.0
13489	volleyball	6.3	4.6	5.6
